{'n_samples': 1000, 'dim_x': 100, 'dim_y': 25, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9957095158079009, 'result_error_out_all': 0.99515382537317, 'result_error_in_mask': 0.9984436970317242, 'result_error_out_mask': 0.9986436460739183, 'result_false_positives': 0.38, 'result_false_negatives': 0.0, 'result_response_active': 6.670427909157307e-05, 'result_response_inactive': 3.7476947473842877e-06, 'result_auc': 0.9473684210526316}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 3, 'result_error_in_all': 0.9394865995524021, 'result_error_out_all': 0.9257758961170206, 'result_error_in_mask': 0.9390686082569305, 'result_error_out_mask': 0.9266313328398311, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.40840894881603296, 'result_response_inactive': 0.03244884421977915, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 0, 'result_error_in_all': 0.9185811845744536, 'result_error_out_all': 0.9333881521919997, 'result_error_in_mask': 0.9175685154704364, 'result_error_out_mask': 0.9319335208348961, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.43597344371732233, 'result_response_inactive': 0.0255608732962118, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 1, 'result_error_in_all': 0.9329281455220378, 'result_error_out_all': 0.9245996907605526, 'result_error_in_mask': 0.932519212079253, 'result_error_out_mask': 0.9236624786978511, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4632595106521246, 'result_response_inactive': 0.011126669680021288, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 2, 'result_error_in_all': 0.8881345694703047, 'result_error_out_all': 0.9238372156002423, 'result_error_in_mask': 0.8873729605418811, 'result_error_out_mask': 0.9222150176697556, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.48022802262228614, 'result_response_inactive': 0.025877480700762838, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 3, 'result_error_in_all': 0.9402053094245015, 'result_error_out_all': 0.928194619391818, 'result_error_in_mask': 0.9390686082569305, 'result_error_out_mask': 0.9266313328398311, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.39821046185710524, 'result_response_inactive': 0.038921310354222735, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 0, 'result_error_in_all': 0.9282667754770829, 'result_error_out_all': 1.0462146667511925, 'result_error_in_mask': 0.9640073414849265, 'result_error_out_mask': 0.9977957262654231, 'result_false_positives': 0.08, 'result_false_negatives': 0.28, 'result_response_active': 74.6391610446992, 'result_response_inactive': -39.53621142766922, 'result_auc': 0.56}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 1, 'result_error_in_all': 0.9392758562741231, 'result_error_out_all': 0.9804616162629802, 'result_error_in_mask': 0.9426912447035132, 'result_error_out_mask': 1.025418026731196, 'result_false_positives': 0.6, 'result_false_negatives': 0.12, 'result_response_active': -17.332944844944738, 'result_response_inactive': 8.749949354761837, 'result_auc': 0.35333333333333333}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 2, 'result_error_in_all': 0.901179822075036, 'result_error_out_all': 0.9663747594412869, 'result_error_in_mask': 0.9439198224104974, 'result_error_out_mask': 0.9797314218400343, 'result_false_positives': 0.0, 'result_false_negatives': 0.24, 'result_response_active': 11.965997490238763, 'result_response_inactive': -7.472025954817231, 'result_auc': 0.7933333333333333}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 3, 'result_error_in_all': 0.9442725403620127, 'result_error_out_all': 0.9524731077476939, 'result_error_in_mask': 0.9520419401552056, 'result_error_out_mask': 0.9668260477336226, 'result_false_positives': 0.04, 'result_false_negatives': 0.2, 'result_response_active': 1.1669197624008039, 'result_response_inactive': -0.4526150075687164, 'result_auc': 0.88}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 0, 'result_error_in_all': 0.9186070291792634, 'result_error_out_all': 0.9329671034943448, 'result_error_in_mask': 0.9175685154704364, 'result_error_out_mask': 0.9319335208348961, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.40591748044369674, 'result_response_inactive': 0.034894049026176696, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 1, 'result_error_in_all': 0.9329340615565007, 'result_error_out_all': 0.924574010550059, 'result_error_in_mask': 0.932519212079253, 'result_error_out_mask': 0.9236624786978511, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4475016656505183, 'result_response_inactive': 0.01714154549859597, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 2, 'result_error_in_all': 0.8881623290075581, 'result_error_out_all': 0.9237283070822879, 'result_error_in_mask': 0.8873729605418811, 'result_error_out_mask': 0.9222150176697556, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4544184850268452, 'result_response_inactive': 0.030789984095290122, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 3, 'result_error_in_all': 0.9396617820220834, 'result_error_out_all': 0.9270473771414008, 'result_error_in_mask': 0.9390686082569305, 'result_error_out_mask': 0.9266313328398311, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.399646513083911, 'result_response_inactive': 0.035952353652938876, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9573664292600895, 'result_error_out_all': 0.966261474898194, 'result_error_in_mask': 0.9567498195117562, 'result_error_out_mask': 0.9652178649392158, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.45000917128077866, 'result_response_inactive': 0.028944769764535288, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 0.9536906793974403, 'result_error_out_all': 0.9596508634161262, 'result_error_in_mask': 0.953556729898469, 'result_error_out_mask': 0.9594796377445257, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6075737018657579, 'result_response_inactive': 0.006693652383305946, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 2, 'result_error_in_all': 0.9347223515619769, 'result_error_out_all': 0.9568018020804971, 'result_error_in_mask': 0.9340388505391642, 'result_error_out_mask': 0.9559161084548259, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5387657081256559, 'result_response_inactive': 0.012829113027076433, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 3, 'result_error_in_all': 0.9698018450370642, 'result_error_out_all': 0.9633980441995843, 'result_error_in_mask': 0.9695941629749607, 'result_error_out_mask': 0.963457066557944, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5224880591643217, 'result_response_inactive': 0.016576679280383977, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 0, 'result_error_in_all': 0.9573429388353948, 'result_error_out_all': 0.9664129112311998, 'result_error_in_mask': 0.9567498195117562, 'result_error_out_mask': 0.9652178649392158, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4738430281263163, 'result_response_inactive': 0.026207491062495047, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 1, 'result_error_in_all': 0.953688183879307, 'result_error_out_all': 0.9596104344140959, 'result_error_in_mask': 0.953556729898469, 'result_error_out_mask': 0.9594796377445257, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6119683632837157, 'result_response_inactive': 0.010227453870678636, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 2, 'result_error_in_all': 0.9347329904790883, 'result_error_out_all': 0.9567977978025973, 'result_error_in_mask': 0.9340388505391642, 'result_error_out_mask': 0.9559161084548259, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5521113073652827, 'result_response_inactive': 0.011962521073751125, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 3, 'result_error_in_all': 0.9699339907959328, 'result_error_out_all': 0.9636053758960192, 'result_error_in_mask': 0.9695941629749607, 'result_error_out_mask': 0.963457066557944, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4960371765969708, 'result_response_inactive': 0.02008820732972002, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 0, 'result_error_in_all': 0.970265597605731, 'result_error_out_all': 1.0630975897265444, 'result_error_in_mask': 0.974295223150758, 'result_error_out_mask': 1.003479893293172, 'result_false_positives': 0.16, 'result_false_negatives': 0.12, 'result_response_active': -40.62203508583086, 'result_response_inactive': 18.198121497466182, 'result_auc': 0.42000000000000004}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 1, 'result_error_in_all': 0.9659845074811267, 'result_error_out_all': 0.9928854296499978, 'result_error_in_mask': 0.9652453576693625, 'result_error_out_mask': 0.9944929753548296, 'result_false_positives': 0.76, 'result_false_negatives': 0.08, 'result_response_active': -25.040001992756288, 'result_response_inactive': 6.338873534567808, 'result_auc': 0.30000000000000004}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 2, 'result_error_in_all': 0.9367837717743158, 'result_error_out_all': 0.9631008589417632, 'result_error_in_mask': 0.9433344833791281, 'result_error_out_mask': 0.9812955099362481, 'result_false_positives': 0.04, 'result_false_negatives': 0.04, 'result_response_active': 15.340332781663388, 'result_response_inactive': -3.077557877952271, 'result_auc': 0.79}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 3, 'result_error_in_all': 0.9757848273437976, 'result_error_out_all': 0.9765281858921778, 'result_error_in_mask': 0.9896912776340169, 'result_error_out_mask': 0.9978253557568978, 'result_false_positives': 0.04, 'result_false_negatives': 0.16, 'result_response_active': 0.7726673126439, 'result_response_inactive': -0.00610762815669591, 'result_auc': 0.73}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 0, 'result_error_in_all': 0.9574695664489621, 'result_error_out_all': 0.9665847248449686, 'result_error_in_mask': 0.9567498195117562, 'result_error_out_mask': 0.9652178649392158, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4480819983477091, 'result_response_inactive': 0.02849691913293313, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 1, 'result_error_in_all': 0.9537368961321314, 'result_error_out_all': 0.9596799289433704, 'result_error_in_mask': 0.953556729898469, 'result_error_out_mask': 0.9594796377445257, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5806621715804365, 'result_response_inactive': 0.013767523899889795, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 2, 'result_error_in_all': 0.9348833508035108, 'result_error_out_all': 0.9570267395101513, 'result_error_in_mask': 0.9340388505391642, 'result_error_out_mask': 0.9559161084548259, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5192178304934627, 'result_response_inactive': 0.014492557448239823, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 3, 'result_error_in_all': 0.9699898722434845, 'result_error_out_all': 0.9637351555785748, 'result_error_in_mask': 0.9695941629749607, 'result_error_out_mask': 0.963457066557944, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4916315877625742, 'result_response_inactive': 0.019149872894713073, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.8246511548302671, 'result_error_out_all': 0.8477162500278813, 'result_error_in_mask': 0.8232478110624817, 'result_error_out_mask': 0.8444788138807643, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5492061074484742, 'result_response_inactive': 0.032129099222327734, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 0.8536623621446938, 'result_error_out_all': 0.8325018511464737, 'result_error_in_mask': 0.8532971464130737, 'result_error_out_mask': 0.8316585068339137, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5533826070845917, 'result_response_inactive': 0.02311508424327191, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 2, 'result_error_in_all': 0.7718863075135008, 'result_error_out_all': 0.8337471601463291, 'result_error_in_mask': 0.7711978304358833, 'result_error_out_mask': 0.832379668408819, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6097440853887096, 'result_response_inactive': 0.02976077857175264, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 3, 'result_error_in_all': 0.8639400082059775, 'result_error_out_all': 0.8251103033939722, 'result_error_in_mask': 0.8659598766659192, 'result_error_out_mask': 0.8350302501288005, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.5149290011998177, 'result_response_inactive': 0.035701677429204, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 0, 'result_error_in_all': 0.8244988082778092, 'result_error_out_all': 0.8475145269445249, 'result_error_in_mask': 0.8232478110624817, 'result_error_out_mask': 0.8444788138807643, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5582703925129155, 'result_response_inactive': 0.028822837547422698, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 1, 'result_error_in_all': 0.8536100871516463, 'result_error_out_all': 0.832284531301362, 'result_error_in_mask': 0.8532971464130737, 'result_error_out_mask': 0.8316585068339137, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5735782829279797, 'result_response_inactive': 0.016307872309785535, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 2, 'result_error_in_all': 0.7718615477431239, 'result_error_out_all': 0.8341841869257697, 'result_error_in_mask': 0.7711978304358833, 'result_error_out_mask': 0.832379668408819, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6046421336833456, 'result_response_inactive': 0.03461973973811947, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 3, 'result_error_in_all': 0.8641648270899495, 'result_error_out_all': 0.8266554474479382, 'result_error_in_mask': 0.8622789794936148, 'result_error_out_mask': 0.8210901648000277, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5152904841282155, 'result_response_inactive': 0.034058813331044026, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 0, 'result_error_in_all': 0.8339247759640905, 'result_error_out_all': 0.9901608802719037, 'result_error_in_mask': 0.9586692856090677, 'result_error_out_mask': 0.9778513908799918, 'result_false_positives': 0.0, 'result_false_negatives': 0.32, 'result_response_active': 101.93631731785035, 'result_response_inactive': -55.78172953496194, 'result_auc': 0.5733333333333334}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 1, 'result_error_in_all': 0.8609228496233613, 'result_error_out_all': 0.9039461162378467, 'result_error_in_mask': 0.8727287492109158, 'result_error_out_mask': 1.019123276797616, 'result_false_positives': 0.56, 'result_false_negatives': 0.16, 'result_response_active': -17.30142114489887, 'result_response_inactive': 8.721481542974994, 'result_auc': 0.3133333333333333}
