{'model': 'jrr', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9947387310222118, 'result_error_out_all': 0.9992323486745183, 'result_error_in_mask': 0.9947387310222118, 'result_error_out_mask': 0.9992323486745183, 'result_false_positives': 0.0, 'result_false_negatives': 0.2}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 1.000071935057965, 'result_error_out_all': 1.000172352014801, 'result_error_in_mask': 1.000071935057965, 'result_error_out_mask': 1.000172352014801, 'result_false_positives': 0.32, 'result_false_negatives': 0.01}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9983738460034527, 'result_error_out_all': 0.9994594660352543, 'result_error_in_mask': 0.9983738460034527, 'result_error_out_mask': 0.9994594660352543, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9944564491071213, 'result_error_out_all': 1.0010139319066, 'result_error_in_mask': 0.9944564491071207, 'result_error_out_mask': 1.0010139319066, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 100, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 1.0094009301450095, 'result_error_out_all': 1.0007160012304954, 'result_error_in_mask': 1.0151709473132347, 'result_error_out_mask': 1.0012949038743522, 'result_false_positives': 0.18, 'result_false_negatives': 0.05}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9997612100570757, 'result_error_out_all': 0.999955083776641, 'result_error_in_mask': 0.9997612100570757, 'result_error_out_mask': 0.999955083776641, 'result_false_positives': 0.64, 'result_false_negatives': 0.02}
{'model': 'ols', 'n_samples': 100, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 0.9998912528166067, 'result_error_out_all': 0.9999908626637493, 'result_error_in_mask': 0.9955518153748135, 'result_error_out_mask': 1.0004880660105324, 'result_false_positives': 0.1, 'result_false_negatives': 0.2}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 0.9998977905953058, 'result_error_out_all': 0.9999888396097675, 'result_error_in_mask': 0.9999736862185574, 'result_error_out_mask': 0.9999762010920961, 'result_false_positives': 0.18, 'result_false_negatives': 0.08}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 0.9951111895198461, 'result_error_out_all': 0.9977272176571118, 'result_error_in_mask': 0.9951111895198461, 'result_error_out_mask': 0.9977272176571118, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 1.0024884253757893, 'result_error_out_all': 1.008144884733663, 'result_error_in_mask': 1.002488425375789, 'result_error_out_mask': 1.008144884733663, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9957912481683984, 'result_error_out_all': 0.9962008693996001, 'result_error_in_mask': 0.9957912481683984, 'result_error_out_mask': 0.9962008693996001, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9999783269995776, 'result_error_out_all': 0.9999932947441518, 'result_error_in_mask': 0.9999783269995776, 'result_error_out_mask': 0.9999932947441518, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9995516627207066, 'result_error_out_all': 0.9999854288045334, 'result_error_in_mask': 0.9995516627207066, 'result_error_out_mask': 0.9999854288045334, 'result_false_positives': 0.29, 'result_false_negatives': 0.04}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9991068408897285, 'result_error_out_all': 0.9995415193506315, 'result_error_in_mask': 0.9991068408897285, 'result_error_out_mask': 0.9995415193506315, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9961986793828417, 'result_error_out_all': 0.9966598151528221, 'result_error_in_mask': 0.9961986793828417, 'result_error_out_mask': 0.9966598151528221, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 1.0004480542193226, 'result_error_out_all': 0.9996165332006245, 'result_error_in_mask': 1.0004480542193226, 'result_error_out_mask': 0.9996165332006245, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.999617747366906, 'result_error_out_all': 0.999993782703363, 'result_error_in_mask': 0.999617747366906, 'result_error_out_mask': 0.999993782703363, 'result_false_positives': 0.14, 'result_false_negatives': 0.01}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 0.9969053258623963, 'result_error_out_all': 0.9980023766313847, 'result_error_in_mask': 0.9973794375329758, 'result_error_out_mask': 1.000753619126993, 'result_false_positives': 0.1, 'result_false_negatives': 0.4}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9979428807012071, 'result_error_out_all': 1.0029528199706488, 'result_error_in_mask': 0.9979428807012071, 'result_error_out_mask': 1.0029528199706488, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9990997187098405, 'result_error_out_all': 0.9999510306844972, 'result_error_in_mask': 0.9992188325141381, 'result_error_out_mask': 1.0002067378539592, 'result_false_positives': 0.28, 'result_false_negatives': 0.08}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 1.0019322890248723, 'result_error_out_all': 0.999980135960049, 'result_error_in_mask': 1.0019322890248723, 'result_error_out_mask': 0.999980135960049, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9998073437950011, 'result_error_out_all': 0.9999951506691341, 'result_error_in_mask': 0.9998073437950011, 'result_error_out_mask': 0.9999951506691341, 'result_false_positives': 0.57, 'result_false_negatives': 0.02}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9996965914865561, 'result_error_out_all': 0.999995761732967, 'result_error_in_mask': 1.0007619818050262, 'result_error_out_mask': 1.000359767063653, 'result_false_positives': 0.2, 'result_false_negatives': 0.06}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 0.9970830203471972, 'result_error_out_all': 0.9995009750715159, 'result_error_in_mask': 0.9964344406994915, 'result_error_out_mask': 0.9993905518463874, 'result_false_positives': 0.2, 'result_false_negatives': 0.2}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 1.00171910910862, 'result_error_out_all': 1.0003371500881153, 'result_error_in_mask': 1.00171910910862, 'result_error_out_mask': 1.0003371500881153, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 1.0147064800162517, 'result_error_out_all': 1.0005013582183844, 'result_error_in_mask': 1.014706480016252, 'result_error_out_mask': 1.0005013582183844, 'result_false_positives': 0.42, 'result_false_negatives': 0.02}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 1.0003618987981446, 'result_error_out_all': 1.0037981817930932, 'result_error_in_mask': 1.0011241619472688, 'result_error_out_mask': 1.0206439158356377, 'result_false_positives': 0.08, 'result_false_negatives': 0.04}
{'model': 'ols', 'n_samples': 100, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9999493918827422, 'result_error_out_all': 0.9999870907002602, 'result_error_in_mask': 0.999668085394944, 'result_error_out_mask': 0.9999436204539695, 'result_false_positives': 0.2, 'result_false_negatives': 0.4}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 1.000532567171681, 'result_error_out_all': 1.0000151309352658, 'result_error_in_mask': 1.0005283074432108, 'result_error_out_mask': 1.0000138850402744, 'result_false_positives': 0.42, 'result_false_negatives': 0.03}
{'model': 'ols', 'n_samples': 100, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9999624516707718, 'result_error_out_all': 0.9999955125860615, 'result_error_in_mask': 0.9999747113102239, 'result_error_out_mask': 0.9999953905536136, 'result_false_positives': 0.2, 'result_false_negatives': 0.3}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 1.0130749017473444, 'result_error_out_all': 1.0247824246642954, 'result_error_in_mask': 1.0130749017473448, 'result_error_out_mask': 1.0247824246642954, 'result_false_positives': 0.4, 'result_false_negatives': 0.1}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9999938605707462, 'result_error_out_all': 0.999999737379213, 'result_error_in_mask': 0.9999938605707462, 'result_error_out_mask': 0.999999737379213, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.9996633375491369, 'result_error_out_all': 1.0001853517819022, 'result_error_in_mask': 1.0004456646167452, 'result_error_out_mask': 1.002105430222582, 'result_false_positives': 0.16, 'result_false_negatives': 0.04}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9996060746851084, 'result_error_out_all': 1.0000360747936266, 'result_error_in_mask': 0.9996046219407488, 'result_error_out_mask': 1.0000519382397746, 'result_false_positives': 0.22, 'result_false_negatives': 0.01}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.9997593619114122, 'result_error_out_all': 0.9999392623342511, 'result_error_in_mask': 0.9997593619114122, 'result_error_out_mask': 0.9999392623342511, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 1.0000081551791966, 'result_error_out_all': 0.9999991215771262, 'result_error_in_mask': 1.0000081551791966, 'result_error_out_mask': 0.9999991215771262, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9995907301221285, 'result_error_out_all': 0.9999646900953598, 'result_error_in_mask': 0.9995907301221285, 'result_error_out_mask': 0.9999646900953598, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 1.0328059055377266, 'result_error_out_all': 1.0002984217697701, 'result_error_in_mask': 1.0592765019279284, 'result_error_out_mask': 1.0041135857681969, 'result_false_positives': 0.11, 'result_false_negatives': 0.02}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9985801952935276, 'result_error_out_all': 0.9998950746648246, 'result_error_in_mask': 0.9985801952935276, 'result_error_out_mask': 0.9998950746648246, 'result_false_positives': 0.38, 'result_false_negatives': 0.02}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9997076095772081, 'result_error_out_all': 0.9999686353802689, 'result_error_in_mask': 0.9997076095772085, 'result_error_out_mask': 0.9999686353802689, 'result_false_positives': 0.16, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9965997994340372, 'result_error_out_all': 0.9976270936226093, 'result_error_in_mask': 0.9965997994340366, 'result_error_out_mask': 0.9976270936226093, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9990084847137218, 'result_error_out_all': 0.9997127652893497, 'result_error_in_mask': 0.9991225729137269, 'result_error_out_mask': 0.9997337574525039, 'result_false_positives': 0.3, 'result_false_negatives': 0.1}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9964515703257413, 'result_error_out_all': 0.9989117954978752, 'result_error_in_mask': 0.9964515703257413, 'result_error_out_mask': 0.9989117954978752, 'result_false_positives': 0.0, 'result_false_negatives': 0.1}
{'model': 'ols', 'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 0.9999482882180157, 'result_error_out_all': 0.9999900993555628, 'result_error_in_mask': 0.9999691628206463, 'result_error_out_mask': 1.0000023859420455, 'result_false_positives': 0.4, 'result_false_negatives': 0.05}
{'model': 'ols', 'n_samples': 100, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 1.0217091075760083, 'result_error_out_all': 1.0004970092005308, 'result_error_in_mask': 1.0361799453290426, 'result_error_out_mask': 1.0010501451349907, 'result_false_positives': 0.29, 'result_false_negatives': 0.01}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9991923240661269, 'result_error_out_all': 0.99997051293125, 'result_error_in_mask': 0.9992998756755945, 'result_error_out_mask': 1.000108999490534, 'result_false_positives': 0.38, 'result_false_negatives': 0.04}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9943090258538251, 'result_error_out_all': 0.9991521910675607, 'result_error_in_mask': 0.9950099912527438, 'result_error_out_mask': 1.0025467673020583, 'result_false_positives': 0.0, 'result_false_negatives': 0.4}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9993948351625431, 'result_error_out_all': 1.0072177036219734, 'result_error_in_mask': 0.9990155917356738, 'result_error_out_mask': 1.0005540431216153, 'result_false_positives': 0.1, 'result_false_negatives': 0.5}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 1.0022705445888533, 'result_error_out_all': 1.111651483929858, 'result_error_in_mask': 1.0022705445888522, 'result_error_out_mask': 1.111651483929857, 'result_false_positives': 0.2, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9999800472586293, 'result_error_out_all': 1.000001060904035, 'result_error_in_mask': 0.9999800472586293, 'result_error_out_mask': 1.000001060904035, 'result_false_positives': 0.3, 'result_false_negatives': 0.3}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9999455347973314, 'result_error_out_all': 0.9999914628868689, 'result_error_in_mask': 0.9999455347973314, 'result_error_out_mask': 0.9999914628868689, 'result_false_positives': 0.62, 'result_false_negatives': 0.08}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 1.000027186935526, 'result_error_out_all': 1.0000008631699933, 'result_error_in_mask': 1.000027186935526, 'result_error_out_mask': 1.0000008631699933, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 1.0000164642691325, 'result_error_out_all': 0.9999979734144816, 'result_error_in_mask': 1.0000164642691325, 'result_error_out_mask': 0.9999979734144816, 'result_false_positives': 0.15, 'result_false_negatives': 0.01}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9968987849261725, 'result_error_out_all': 0.9973303823387882, 'result_error_in_mask': 0.9968987849261725, 'result_error_out_mask': 0.9973303823387882, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 1.0018235914087086, 'result_error_out_all': 1.0006286382620029, 'result_error_in_mask': 1.0018235914087086, 'result_error_out_mask': 1.0006286382620029, 'result_false_positives': 0.2, 'result_false_negatives': 0.04}
{'model': 'ols', 'n_samples': 100, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 0.9999728580829871, 'result_error_out_all': 0.999992932248574, 'result_error_in_mask': 0.9999775474004475, 'result_error_out_mask': 0.9999960229961883, 'result_false_positives': 0.38, 'result_false_negatives': 0.1}
{'model': 'ols', 'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9999225045070401, 'result_error_out_all': 0.999994472505701, 'result_error_in_mask': 0.9999554244184755, 'result_error_out_mask': 0.9999974648548418, 'result_false_positives': 0.36, 'result_false_negatives': 0.04}
