
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 1.0004228730390665, 'result_error_out_all': 1.000410428248799, 'result_error_in_mask': 1.0431968574096597, 'result_error_out_mask': 1.0623217853072322, 'result_false_positives': 0.36, 'result_false_negatives': 0.07, 'result_auc': 0.48108448928121056}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 1.080271737559476, 'result_error_out_all': 113.79317776349168, 'result_error_in_mask': 1.0071653056936716, 'result_error_out_mask': 1.0183019585014879, 'result_false_positives': 0.13, 'result_false_negatives': 0.07, 'result_auc': 0.5520833333333333}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9844602992664885, 'result_error_out_all': 0.9817972687542463, 'result_error_in_mask': 0.9873112290646944, 'result_error_out_mask': 0.9864080467089769, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 0.9991601464103783, 'result_error_out_all': 0.9994554913223426, 'result_error_in_mask': 0.9955907938204934, 'result_error_out_mask': 0.9987256863058056, 'result_false_positives': 0.03, 'result_false_negatives': 0.05, 'result_auc': 0.7853260869565217}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.064535333119089, 'result_error_out_all': 1.4089097194864266, 'result_error_in_mask': 1.0297443041637828, 'result_error_out_mask': 1.1163215453753272, 'result_false_positives': 0.39, 'result_false_negatives': 0.02, 'result_auc': 0.5662384584504215}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 0.9985836333316715, 'result_error_out_all': 0.9994198265876881, 'result_error_in_mask': 0.9952123948614771, 'result_error_out_mask': 0.9985979318128069, 'result_false_positives': 0.03, 'result_false_negatives': 0.05, 'result_auc': 0.7853260869565217}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9920343587150655, 'result_error_out_all': 0.9908593443929224, 'result_error_in_mask': 0.9934567607178709, 'result_error_out_mask': 0.9927330339053928, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 1.0922111162272021, 'result_error_out_all': 115.36122912470928, 'result_error_in_mask': 1.0122480337379791, 'result_error_out_mask': 1.0225446129311218, 'result_false_positives': 0.15, 'result_false_negatives': 0.04, 'result_auc': 0.5074404761904762}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9920343587150655, 'result_error_out_all': 0.9908593443929224, 'result_error_in_mask': 0.9934567607178709, 'result_error_out_mask': 0.9927330339053928, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.0007617556188482, 'result_error_out_all': 1.000024070727441, 'result_error_in_mask': 1.0014145306107167, 'result_error_out_mask': 1.003810233775548, 'result_false_positives': 0.05, 'result_false_negatives': 0.02, 'result_auc': 0.6766304347826086}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.0763164334847612, 'result_error_out_all': 1.427151175239712, 'result_error_in_mask': 1.0381323129052091, 'result_error_out_mask': 1.111368636628893, 'result_false_positives': 0.43, 'result_false_negatives': 0.01, 'result_auc': 0.5331192292252107}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 0.9996894647142325, 'result_error_out_all': 0.9991396990321758, 'result_error_in_mask': 0.9988626730124135, 'result_error_out_mask': 0.9981134404283079, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_auc': 0.9797979797979798}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9254379738489974, 'result_error_out_all': 0.9115990566730147, 'result_error_in_mask': 0.9263971033397068, 'result_error_out_mask': 0.913140082852671, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 0.928631659415324, 'result_error_out_all': 0.9240431858791567, 'result_error_in_mask': 0.9292706749037439, 'result_error_out_mask': 0.9253023658413065, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 0, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9891046494366083, 'result_error_out_mask': 0.987777846302209, 'result_false_positives': 0.0, 'result_false_negatives': 0.09, 'result_auc': 0.9545454545454545}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 1.013622228770655, 'result_error_out_all': 105.34090036846605, 'result_error_in_mask': 0.9825634709798065, 'result_error_out_mask': 1.0093457181964771, 'result_false_positives': 0.13, 'result_false_negatives': 0.07, 'result_auc': 0.5520833333333333}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 1, 'result_error_in_all': 1.020887054520135, 'result_error_out_all': 25.58211960366269, 'result_error_in_mask': 0.9949934604202487, 'result_error_out_mask': 1.0009606354710372, 'result_false_positives': 0.06, 'result_false_negatives': 0.09, 'result_auc': 0.5230414746543779}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9254379738489974, 'result_error_out_all': 0.9115990566730147, 'result_error_in_mask': 0.9263971033397068, 'result_error_out_mask': 0.913140082852671, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 1, 'result_error_in_all': 0.928631659415324, 'result_error_out_all': 0.9240431858791567, 'result_error_in_mask': 0.9292706749037439, 'result_error_out_mask': 0.9253023658413065, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 0.9530297224737141, 'result_error_out_all': 0.9600867377054128, 'result_error_in_mask': 0.9263971033397068, 'result_error_out_mask': 0.913140082852671, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 1, 'result_error_in_all': 0.9618953186721745, 'result_error_out_all': 0.9777392547843115, 'result_error_in_mask': 0.9292706749037439, 'result_error_out_mask': 0.9253023658413065, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 0.9989010346564322, 'result_error_out_all': 1.3111671550032358, 'result_error_in_mask': 0.9300657540343011, 'result_error_out_mask': 0.9177966758161018, 'result_false_positives': 0.0, 'result_false_negatives': 0.01, 'result_auc': 0.9945054945054945}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 1, 'result_error_in_all': 1.005681806525086, 'result_error_out_all': 1.3411731902106148, 'result_error_in_mask': 0.9300023732642982, 'result_error_out_mask': 0.9268878190694928, 'result_false_positives': 0.01, 'result_false_negatives': 0.0, 'result_auc': 0.9545454545454546}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 0.9460778369962864, 'result_error_out_all': 0.957617063373953, 'result_error_in_mask': 0.9263971033397068, 'result_error_out_mask': 0.913140082852671, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 1, 'result_error_in_all': 0.9516721373759108, 'result_error_out_all': 0.9694229174915704, 'result_error_in_mask': 0.9292706749037439, 'result_error_out_mask': 0.9253023658413065, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9614509186711714, 'result_error_out_all': 0.9541756334534978, 'result_error_in_mask': 0.9619197860098659, 'result_error_out_mask': 0.9546867501805031, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 1.057539215335039, 'result_error_out_all': 110.94003439840493, 'result_error_in_mask': 1.0016935129019358, 'result_error_out_mask': 1.020346933455819, 'result_false_positives': 0.15, 'result_false_negatives': 0.04, 'result_auc': 0.5074404761904762}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9614509186711714, 'result_error_out_all': 0.9541756334534978, 'result_error_in_mask': 0.9619197860098659, 'result_error_out_mask': 0.9546867501805031, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 0.9939633410621603, 'result_error_out_all': 0.9960279743783841, 'result_error_in_mask': 0.983266744650963, 'result_error_out_mask': 0.9825206478458898, 'result_false_positives': 0.0, 'result_false_negatives': 0.03, 'result_auc': 0.9846938775510203}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.0421972101591237, 'result_error_out_all': 1.37730105328932, 'result_error_in_mask': 0.9795392488615176, 'result_error_out_mask': 0.9836242167930899, 'result_false_positives': 0.18, 'result_false_negatives': 0.0, 'result_auc': 0.6086956521739131}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 0.9780756029203967, 'result_error_out_all': 0.9822842279267102, 'result_error_in_mask': 0.9619197860098659, 'result_error_out_mask': 0.9546867501805031, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 1.00161585504704, 'result_error_out_all': 1.0017441515535195, 'result_error_in_mask': 1.0322397008449031, 'result_error_out_mask': 1.0700144592669667, 'result_false_positives': 0.42, 'result_false_negatives': 0.08, 'result_auc': 0.5241545893719807}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 1.0547011078980644, 'result_error_out_all': 34.276130013793, 'result_error_in_mask': 1.0075859714233097, 'result_error_out_mask': 1.0132892209921158, 'result_false_positives': 0.14, 'result_false_negatives': 0.18, 'result_auc': 0.45535714285714285}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9997805736587587, 'result_error_out_all': 1.0002285861207107, 'result_error_in_mask': 1.0100872303301722, 'result_error_out_mask': 1.014262613110737, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.0031111166316404, 'result_error_out_all': 1.0014849037280413, 'result_error_in_mask': 1.0118032579327854, 'result_error_out_mask': 1.0169058483899125, 'result_false_positives': 0.2, 'result_false_negatives': 0.18, 'result_auc': 0.43006993006993}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.0470931519866316, 'result_error_out_all': 1.255743050349561, 'result_error_in_mask': 1.0189138853945983, 'result_error_out_mask': 1.0306439002104413, 'result_false_positives': 0.22, 'result_false_negatives': 0.1, 'result_auc': 0.582720588235294}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 1.0017218819682336, 'result_error_out_all': 1.0015698393910046, 'result_error_in_mask': 1.0185310799676888, 'result_error_out_mask': 1.0266856389332193, 'result_false_positives': 0.32, 'result_false_negatives': 0.18, 'result_auc': 0.393048128342246}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 1.0015826573858744, 'result_error_out_all': 1.0015748399410909, 'result_error_in_mask': 1.0312274656790792, 'result_error_out_mask': 1.066027037014689, 'result_false_positives': 0.4, 'result_false_negatives': 0.0, 'result_auc': 0.6}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 1.055777606902244, 'result_error_out_all': 34.3147640861397, 'result_error_in_mask': 1.0076697586191425, 'result_error_out_mask': 1.0128293679801648, 'result_false_positives': 0.14, 'result_false_negatives': 0.08, 'result_auc': 0.5148809523809523}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9998876108285074, 'result_error_out_all': 1.0001603665330796, 'result_error_in_mask': 1.0059227141666345, 'result_error_out_mask': 1.008982881533286, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.0032315573297261, 'result_error_out_all': 1.0015659721503565, 'result_error_in_mask': 1.0159600287192676, 'result_error_out_mask': 1.026827493509126, 'result_false_positives': 0.3, 'result_false_negatives': 0.1, 'result_auc': 0.4285714285714286}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.048146211242802, 'result_error_out_all': 1.2567558800503398, 'result_error_in_mask': 1.0195694843356895, 'result_error_out_mask': 1.0310008629678127, 'result_false_positives': 0.28, 'result_false_negatives': 0.06, 'result_auc': 0.5183823529411764}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 1.0017370766995968, 'result_error_out_all': 1.0015921859547172, 'result_error_in_mask': 1.0153966799664782, 'result_error_out_mask': 1.0195849804013952, 'result_false_positives': 0.26, 'result_false_negatives': 0.1, 'result_auc': 0.43243243243243246}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9663353864341386, 'result_error_out_all': 0.9675450643839141, 'result_error_in_mask': 0.9682750876871336, 'result_error_out_mask': 0.9706987368929365, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_auc': 0.9878048780487805}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 1.009140853241286, 'result_error_out_all': 32.67330312977678, 'result_error_in_mask': 0.9990776530828788, 'result_error_out_mask': 1.0194644562611326, 'result_false_positives': 0.14, 'result_false_negatives': 0.18, 'result_auc': 0.45535714285714285}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9642341060632798, 'result_error_out_all': 0.9636196765166334, 'result_error_in_mask': 0.9664541753397241, 'result_error_out_mask': 0.9668334726829156, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 0.9821217070322511, 'result_error_out_all': 0.988091978769703, 'result_error_in_mask': 0.9730351259585014, 'result_error_out_mask': 0.9760895542729976, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_auc': 0.9651162790697674}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.0019367859479993, 'result_error_out_all': 1.20068267615357, 'result_error_in_mask': 0.9833297465801284, 'result_error_out_mask': 1.0078303696046969, 'result_false_positives': 0.22, 'result_false_negatives': 0.02, 'result_auc': 0.7083333333333333}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 0.9750926973937611, 'result_error_out_all': 0.982974960000102, 'result_error_in_mask': 0.9705239768921027, 'result_error_out_mask': 0.9731160793574009, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_auc': 0.9761904761904762}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9831371401171664, 'result_error_out_all': 0.9826727089483269, 'result_error_in_mask': 0.9850650044199294, 'result_error_out_mask': 0.9858154420978308, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 1.0338861607983738, 'result_error_out_all': 33.52685654751081, 'result_error_in_mask': 1.0017522127527914, 'result_error_out_mask': 1.0115846599179177, 'result_false_positives': 0.14, 'result_false_negatives': 0.08, 'result_auc': 0.5148809523809523}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9831371401171664, 'result_error_out_all': 0.9826727089483269, 'result_error_in_mask': 0.9850650044199294, 'result_error_out_mask': 0.9858154420978308, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 0.9934194941601657, 'result_error_out_all': 0.9951355328730572, 'result_error_in_mask': 0.9897380722906818, 'result_error_out_mask': 0.9906679144904051, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_auc': 0.9891304347826088}
