{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 0, 'result_error_in_all': 0.9999981881066288, 'result_error_out_all': 0.9999996092063496, 'result_error_in_mask': 1.0002483436100138, 'result_error_out_mask': 1.0001844524323475, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6577777777777778}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 4, 'result_error_in_all': 0.99997075426812, 'result_error_out_all': 0.9999825356601004, 'result_error_in_mask': 1.0006260792954413, 'result_error_out_mask': 1.000578695037432, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.558888888888889}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 5, 'result_error_in_all': 0.999938005568566, 'result_error_out_all': 0.999981339616299, 'result_error_in_mask': 1.000210021305362, 'result_error_out_mask': 1.000269402736737, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6866666666666668}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 6, 'result_error_in_all': 0.9999701303679737, 'result_error_out_all': 0.9999862696954681, 'result_error_in_mask': 1.0008106930443723, 'result_error_out_mask': 1.0006729483997256, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.4033333333333333}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 7, 'result_error_in_all': 1.0000236020659523, 'result_error_out_all': 0.9999765743739251, 'result_error_in_mask': 1.0009704609551406, 'result_error_out_mask': 1.0003445268310318, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6699999999999999}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 8, 'result_error_in_all': 0.9999625003060683, 'result_error_out_all': 1.00000229441495, 'result_error_in_mask': 1.0004801000377896, 'result_error_out_mask': 1.0004346821676748, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.4122222222222222}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 9, 'result_error_in_all': 0.9999734328077252, 'result_error_out_all': 0.9999903563676475, 'result_error_in_mask': 1.0006916381932753, 'result_error_out_mask': 1.0005292905463452, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5677777777777777}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 0.99999183195553, 'result_error_out_all': 0.9999984640367996, 'result_error_in_mask': 1.0002483436100138, 'result_error_out_mask': 1.0001844524323475, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6511111111111111}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 1, 'result_error_in_all': 0.999966215199132, 'result_error_out_all': 0.9999877588235396, 'result_error_in_mask': 1.0005438638041193, 'result_error_out_mask': 1.0003097542531616, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.45222222222222225}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 2, 'result_error_in_all': 0.9999836855827138, 'result_error_out_all': 1.000000142329741, 'result_error_in_mask': 1.000129834177643, 'result_error_out_mask': 1.0001851355074958, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.4466666666666666}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 3, 'result_error_in_all': 0.9999836812165717, 'result_error_out_all': 0.9999932385627783, 'result_error_in_mask': 1.0004250913535242, 'result_error_out_mask': 1.000320980995983, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6388888888888888}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 4, 'result_error_in_all': 1.0002672192679825, 'result_error_out_all': 1.0000728169194844, 'result_error_in_mask': 1.0001337985389251, 'result_error_out_mask': 1.000188266321979, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5144444444444445}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 5, 'result_error_in_all': 0.9999381793293352, 'result_error_out_all': 0.999982787737377, 'result_error_in_mask': 1.000210021305362, 'result_error_out_mask': 1.000269402736737, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6866666666666668}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 6, 'result_error_in_all': 0.9999705026940576, 'result_error_out_all': 0.9999889147418403, 'result_error_in_mask': 1.0008016906255595, 'result_error_out_mask': 1.0006585117130298, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.4033333333333333}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 7, 'result_error_in_all': 1.0000241133721484, 'result_error_out_all': 0.9999759750912517, 'result_error_in_mask': 1.0009704609551406, 'result_error_out_mask': 1.0003445268310318, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6677777777777777}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 8, 'result_error_in_all': 1.0000019444512231, 'result_error_out_all': 1.0000040682539035, 'result_error_in_mask': 1.0008895295068594, 'result_error_out_mask': 1.0008254106127425, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.44555555555555554}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 9, 'result_error_in_all': 1.000175312262639, 'result_error_out_all': 1.000127964919661, 'result_error_in_mask': 1.0002710197292843, 'result_error_out_mask': 1.0002863845183245, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6233333333333334}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 0, 'result_error_in_all': 0.9999999933171275, 'result_error_out_all': 0.9999999997899925, 'result_error_in_mask': 1.0002013406652925, 'result_error_out_mask': 1.0001731973950483, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.7094736842105263}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 1, 'result_error_in_all': 0.9999999588991031, 'result_error_out_all': 0.9999999833042305, 'result_error_in_mask': 1.000570877821141, 'result_error_out_mask': 1.0003323805263686, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.4357894736842105}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 2, 'result_error_in_all': 0.9999999823161998, 'result_error_out_all': 0.9999999997527551, 'result_error_in_mask': 1.0001588873174514, 'result_error_out_mask': 1.0001949649986503, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5957894736842105}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 3, 'result_error_in_all': 1.000014378826159, 'result_error_out_all': 1.0000112926315359, 'result_error_in_mask': 1.0004712664755424, 'result_error_out_mask': 1.0003709943999515, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6336842105263158}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 4, 'result_error_in_all': 1.0000048261625532, 'result_error_out_all': 0.9999951672812629, 'result_error_in_mask': 1.000153913975521, 'result_error_out_mask': 1.0001969623056426, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.42105263157894735}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 5, 'result_error_in_all': 0.9999906110273153, 'result_error_out_all': 0.9999976162446635, 'result_error_in_mask': 1.0004026243448663, 'result_error_out_mask': 1.0004148521144742, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6294736842105263}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 6, 'result_error_in_all': 0.999995913636032, 'result_error_out_all': 0.9999989953710546, 'result_error_in_mask': 1.0008762534163593, 'result_error_out_mask': 1.0006816014383209, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.3326315789473684}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 7, 'result_error_in_all': 1.0000044700368633, 'result_error_out_all': 0.9999961937702629, 'result_error_in_mask': 1.001099318414832, 'result_error_out_mask': 1.0003996792004415, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6694736842105263}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 8, 'result_error_in_all': 1.0000000022745843, 'result_error_out_all': 1.0000000034308845, 'result_error_in_mask': 1.0000891931278661, 'result_error_out_mask': 1.0000838778276664, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.45052631578947366}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 9, 'result_error_in_all': 0.9999920144705192, 'result_error_out_all': 1.0000041426876634, 'result_error_in_mask': 1.000230717324239, 'result_error_out_mask': 1.0002314550261833, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.7494736842105263}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9999993900670114, 'result_error_out_all': 0.9999996559570901, 'result_error_in_mask': 1.0008999326669177, 'result_error_out_mask': 1.0006398934811656, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5073684210526316}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 1.0000002183545558, 'result_error_out_all': 0.9999975224447168, 'result_error_in_mask': 1.0005200046941911, 'result_error_out_mask': 1.0004730171498801, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.43157894736842106}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 2, 'result_error_in_all': 0.9999999999999974, 'result_error_out_all': 0.9999999999999992, 'result_error_in_mask': 1.0008853094732069, 'result_error_out_mask': 1.0006157409223932, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.4526315789473685}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 3, 'result_error_in_all': 0.999998447548598, 'result_error_out_all': 0.999999143054996, 'result_error_in_mask': 1.0007217470046936, 'result_error_out_mask': 1.0005887586315245, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6252631578947369}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 4, 'result_error_in_all': 0.999996256044974, 'result_error_out_all': 1.0000004593107161, 'result_error_in_mask': 1.0005015175796965, 'result_error_out_mask': 1.0004354195561598, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5768421052631578}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 5, 'result_error_in_all': 0.9999996967584458, 'result_error_out_all': 0.9999997576561486, 'result_error_in_mask': 1.0003525581334836, 'result_error_out_mask': 1.0003752233730634, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.7410526315789474}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 6, 'result_error_in_all': 0.9999999999999998, 'result_error_out_all': 1.0000000000000004, 'result_error_in_mask': 1.0007355830313396, 'result_error_out_mask': 1.0006199435957854, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.44842105263157894}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 7, 'result_error_in_all': 1.0000000397863824, 'result_error_out_all': 0.9999997547307374, 'result_error_in_mask': 1.0008165294142524, 'result_error_out_mask': 1.0003580706391446, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5410526315789473}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 8, 'result_error_in_all': 1.000000162354366, 'result_error_out_all': 1.0000001151123732, 'result_error_in_mask': 1.0007737038670046, 'result_error_out_mask': 1.0006215696624599, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.2442105263157895}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 9, 'result_error_in_all': 0.9999997807408021, 'result_error_out_all': 1.0000000601726966, 'result_error_in_mask': 1.0005344943350845, 'result_error_out_mask': 1.0004811230095303, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6336842105263158}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 0, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9999957061206185, 'result_error_out_mask': 1.0000007794180321, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 1, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9999757931589819, 'result_error_out_mask': 0.9999924302674492, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 2, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 1.000000153127172, 'result_error_out_mask': 1.0000067256715206, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 3, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9999857132179084, 'result_error_out_mask': 0.9999872934143431, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 4, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9999796265630224, 'result_error_out_mask': 0.9999859836044167, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 5, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9999617507668, 'result_error_out_mask': 0.9999930232267629, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 6, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9999936199537484, 'result_error_out_mask': 1.0000011639954194, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 7, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 1.0000412898297568, 'result_error_out_mask': 0.9999869673764585, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 8, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9999941889602267, 'result_error_out_mask': 1.0000208828434802, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 9, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9999991499823682, 'result_error_out_mask': 1.0000010122215806, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.49473684210526314}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 1.1088638710650944, 'result_error_out_all': 15.263485706286362, 'result_error_in_mask': 0.9999967980666257, 'result_error_out_mask': 1.000003111536685, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5768421052631579}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 1, 'result_error_in_all': 1.1135914345547333, 'result_error_out_all': 30.94421879481842, 'result_error_in_mask': 0.9999959501819479, 'result_error_out_mask': 0.9999970668023308, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.45052631578947366}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 2, 'result_error_in_all': 1.1088073430287142, 'result_error_out_all': 357.8313976707824, 'result_error_in_mask': 1.0000030682032626, 'result_error_out_mask': 1.000003681172825, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5473684210526316}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 3, 'result_error_in_all': 1.105269581922834, 'result_error_out_all': 27.774400487273457, 'result_error_in_mask': 0.9999908532696647, 'result_error_out_mask': 0.9999962779192618, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5768421052631579}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 4, 'result_error_in_all': 1.1098989553976515, 'result_error_out_all': 11.557281426624947, 'result_error_in_mask': 1.0000005506991048, 'result_error_out_mask': 0.9999954706364618, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5726315789473684}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 5, 'result_error_in_all': 1.1118779811558455, 'result_error_out_all': 33.16010344099996, 'result_error_in_mask': 1.000105933746708, 'result_error_out_mask': 1.0001009998418704, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.52}
