{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.999998605236062, 'result_error_out_all': 0.9999991222739826, 'result_error_in_mask': 1.0007613445570012, 'result_error_out_mask': 1.0005456669885764, 'result_false_positives': 0.47, 'result_false_negatives': 0.05, 'result_response_active': 1.0587917858095555e-07, 'result_response_inactive': -6.67147963054313e-08, 'result_auc': 0.5211111111111111}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ridgecv_bag', 'seed': 2, 'result_error_in_all': 0.9999688459313825, 'result_error_out_all': 0.9999699040739137, 'result_error_in_mask': 0.9999885447293635, 'result_error_out_mask': 0.9999890717986658, 'result_false_positives': 0.0, 'result_false_negatives': 0.03, 'result_response_active': 0.09308506186656504, 'result_response_inactive': 0.005941270885764793, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ridgecv_bag', 'seed': 3, 'result_error_in_all': 1.0001543778048982, 'result_error_out_all': 1.0000692418221917, 'result_error_in_mask': 0.9999166178718525, 'result_error_out_mask': 0.9999027107939802, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.08407867435792564, 'result_response_inactive': 0.0046839970138511594, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ridgecv_bag', 'seed': 4, 'result_error_in_all': 0.9999164789898178, 'result_error_out_all': 0.9998644150041879, 'result_error_in_mask': 0.9999134151633553, 'result_error_out_mask': 0.9998622909130779, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.0696393541259481, 'result_response_inactive': 0.0035876976110045655, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ridgecv_bag', 'seed': 5, 'result_error_in_all': 0.9999510989227895, 'result_error_out_all': 0.9999935958674052, 'result_error_in_mask': 0.9998560541876823, 'result_error_out_mask': 0.9999023246648163, 'result_false_positives': 0.0, 'result_false_negatives': 0.01, 'result_response_active': 0.08169394007943387, 'result_response_inactive': 0.006164071481462834, 'result_auc': 0.9988888888888889}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ridgecv_bag', 'seed': 6, 'result_error_in_all': 0.9999998134552496, 'result_error_out_all': 0.9999998330792447, 'result_error_in_mask': 0.9999862176914117, 'result_error_out_mask': 0.9999894020781485, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.07874519507391178, 'result_response_inactive': 0.006664732428715655, 'result_auc': 0.9988888888888889}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ridgecv_loo', 'seed': 0, 'result_error_in_all': 0.9999996780980753, 'result_error_out_all': 0.9999996679404103, 'result_error_in_mask': 0.9999869928236561, 'result_error_out_mask': 0.9999878941405769, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_response_active': 0.10423170713810896, 'result_response_inactive': 0.0060056222313755615, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ridgecv_loo', 'seed': 1, 'result_error_in_all': 0.9999993045310512, 'result_error_out_all': 0.9999994461417092, 'result_error_in_mask': 0.9999915816584694, 'result_error_out_mask': 0.9999940172723425, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.13868510069330584, 'result_response_inactive': 0.005094230966107558, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ridgecv_loo', 'seed': 2, 'result_error_in_all': 0.9999874225256851, 'result_error_out_all': 0.99998808296615, 'result_error_in_mask': 0.9999885447293635, 'result_error_out_mask': 0.9999890717986658, 'result_false_positives': 0.0, 'result_false_negatives': 0.03, 'result_response_active': 0.19516523156096813, 'result_response_inactive': 0.003965081824098396, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ridgecv_loo', 'seed': 3, 'result_error_in_all': 0.9999259601177523, 'result_error_out_all': 0.9999100909673231, 'result_error_in_mask': 0.9999166178718525, 'result_error_out_mask': 0.9999027107939802, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.1638674229915609, 'result_response_inactive': 0.003525373517498911, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ridgecv_loo', 'seed': 4, 'result_error_in_all': 0.9999597246433156, 'result_error_out_all': 0.9999490091785611, 'result_error_in_mask': 0.9999134151633553, 'result_error_out_mask': 0.9998622909130779, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.09922051880785161, 'result_response_inactive': 0.00372324753433786, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ridgecv_loo', 'seed': 5, 'result_error_in_all': 0.9999060059126218, 'result_error_out_all': 0.9999265697127381, 'result_error_in_mask': 0.9998560541876823, 'result_error_out_mask': 0.9999023246648163, 'result_false_positives': 0.0, 'result_false_negatives': 0.01, 'result_response_active': 0.166141026875876, 'result_response_inactive': 0.006269985701257189, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ridgecv_loo', 'seed': 6, 'result_error_in_all': 0.9999992030265297, 'result_error_out_all': 0.9999992786078872, 'result_error_in_mask': 0.9999862176914117, 'result_error_out_mask': 0.9999894020781485, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.1648238878854588, 'result_response_inactive': 0.0063963436883984915, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ols_bag', 'seed': 0, 'result_error_in_all': 0.9999827602124375, 'result_error_out_all': 0.9999925774660613, 'result_error_in_mask': 0.9999865098091584, 'result_error_out_mask': 0.9999991333855652, 'result_false_positives': 0.44, 'result_false_negatives': 0.07, 'result_response_active': -0.0042323715331644965, 'result_response_inactive': 0.00026822417377525375, 'result_auc': 0.35}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ols_bag', 'seed': 1, 'result_error_in_all': 0.9999912234158246, 'result_error_out_all': 1.0000055122711045, 'result_error_in_mask': 0.999986791513727, 'result_error_out_mask': 0.9999983182587401, 'result_false_positives': 0.32, 'result_false_negatives': 0.07, 'result_response_active': -0.0022592739214542233, 'result_response_inactive': 0.0005594121866207362, 'result_auc': 0.45333333333333337}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ols_bag', 'seed': 2, 'result_error_in_all': 0.9999995777133381, 'result_error_out_all': 1.0000030340275106, 'result_error_in_mask': 0.99999357039038, 'result_error_out_mask': 1.0000015440208703, 'result_false_positives': 0.16, 'result_false_negatives': 0.09, 'result_response_active': -0.0032345664866682, 'result_response_inactive': 0.00037140011543360503, 'result_auc': 0.41333333333333333}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ols_bag', 'seed': 3, 'result_error_in_all': 1.0001192751789203, 'result_error_out_all': 1.0001480281116968, 'result_error_in_mask': 0.9999702918329647, 'result_error_out_mask': 0.999986485084088, 'result_false_positives': 0.77, 'result_false_negatives': 0.02, 'result_response_active': -0.0029292395474220714, 'result_response_inactive': 0.0005058021939447505, 'result_auc': 0.48}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ols_bag', 'seed': 4, 'result_error_in_all': 1.0002819716792077, 'result_error_out_all': 1.0002788661618445, 'result_error_in_mask': 1.0006350990237156, 'result_error_out_mask': 1.0005027699265476, 'result_false_positives': 0.5, 'result_false_negatives': 0.03, 'result_response_active': 0.005114741784473154, 'result_response_inactive': -0.000517139815335036, 'result_auc': 0.6011111111111112}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ols_bag', 'seed': 5, 'result_error_in_all': 1.000260901417212, 'result_error_out_all': 1.000226210910367, 'result_error_in_mask': 1.0002181332355247, 'result_error_out_mask': 1.0001960281407272, 'result_false_positives': 0.18, 'result_false_negatives': 0.09, 'result_response_active': -0.00890821958572019, 'result_response_inactive': 0.0008649212840018091, 'result_auc': 0.3433333333333333}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ols_loo', 'seed': 0, 'result_error_in_all': 0.9999447399882221, 'result_error_out_all': 1.0000318038846645, 'result_error_in_mask': 0.9999926628481667, 'result_error_out_mask': 1.0000060227844811, 'result_false_positives': 0.21, 'result_false_negatives': 0.1, 'result_response_active': -0.01149338272143723, 'result_response_inactive': 0.0012273247825911918, 'result_auc': 0.2888888888888889}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ols_loo', 'seed': 1, 'result_error_in_all': 0.9999983769492289, 'result_error_out_all': 1.0000003220721727, 'result_error_in_mask': 1.0002669762755174, 'result_error_out_mask': 1.0001931753908853, 'result_false_positives': 0.15, 'result_false_negatives': 0.07, 'result_response_active': -0.0009100759472175923, 'result_response_inactive': 0.00037811222740250134, 'result_auc': 0.4433333333333333}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ols_loo', 'seed': 2, 'result_error_in_all': 1.0000035117392123, 'result_error_out_all': 1.000005727273051, 'result_error_in_mask': 1.0001197911958088, 'result_error_out_mask': 1.0001205382410177, 'result_false_positives': 0.09, 'result_false_negatives': 0.1, 'result_response_active': -0.0039139814996815405, 'result_response_inactive': 0.00042350177372251586, 'result_auc': 0.46444444444444444}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ols_loo', 'seed': 3, 'result_error_in_all': 0.9999932353596901, 'result_error_out_all': 0.9999965029218449, 'result_error_in_mask': 0.9999712337593633, 'result_error_out_mask': 0.999986733527758, 'result_false_positives': 0.74, 'result_false_negatives': 0.02, 'result_response_active': -0.0009633939509512857, 'result_response_inactive': 0.00023899251729946828, 'result_auc': 0.53}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ols_loo', 'seed': 4, 'result_error_in_all': 1.000038404707092, 'result_error_out_all': 1.0000429717838606, 'result_error_in_mask': 1.000156159069266, 'result_error_out_mask': 1.0001622112316981, 'result_false_positives': 0.16, 'result_false_negatives': 0.07, 'result_response_active': 0.004895419844069692, 'result_response_inactive': -0.00036773131037585294, 'result_auc': 0.6233333333333333}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_ols_loo', 'seed': 5, 'result_error_in_all': 1.000439078813965, 'result_error_out_all': 1.0004613062581362, 'result_error_in_mask': 1.0001078828972636, 'result_error_out_mask': 1.0000998665415248, 'result_false_positives': 0.09, 'result_false_negatives': 0.09, 'result_response_active': -0.011540944467196824, 'result_response_inactive': 0.0012148094063958424, 'result_auc': 0.31444444444444447}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_rankcv_bag', 'seed': 0, 'result_error_in_all': 1.0000603078876882, 'result_error_out_all': 1.0000363113219113, 'result_error_in_mask': 1.0003403686403662, 'result_error_out_mask': 1.0002829324932534, 'result_false_positives': 0.29, 'result_false_negatives': 0.07, 'result_response_active': 2.789844647917341e-05, 'result_response_inactive': 1.4439087627829978e-05, 'result_auc': 0.5744444444444444}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_rankcv_bag', 'seed': 1, 'result_error_in_all': 0.9999999999999654, 'result_error_out_all': 0.9999999999999057, 'result_error_in_mask': 0.9999804402159348, 'result_error_out_mask': 0.9999918841808849, 'result_false_positives': 0.54, 'result_false_negatives': 0.06, 'result_response_active': -2.7064909728360535e-05, 'result_response_inactive': -2.0068128708340797e-05, 'result_auc': 0.4455555555555556}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_rankcv_bag', 'seed': 2, 'result_error_in_all': 0.9999999999999907, 'result_error_out_all': 0.9999999999999957, 'result_error_in_mask': 0.9999818551320483, 'result_error_out_mask': 0.9999982688688495, 'result_false_positives': 0.68, 'result_false_negatives': 0.03, 'result_response_active': -8.36652412492571e-06, 'result_response_inactive': -4.8686183965976365e-06, 'result_auc': 0.41000000000000003}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_rankcv_bag', 'seed': 3, 'result_error_in_all': 0.9999921926196748, 'result_error_out_all': 0.9999963195150223, 'result_error_in_mask': 0.999993110262833, 'result_error_out_mask': 0.9999952358552173, 'result_false_positives': 0.23, 'result_false_negatives': 0.1, 'result_response_active': -4.2054632127388676e-05, 'result_response_inactive': 1.599936526390091e-05, 'result_auc': 0.21333333333333335}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_rankcv_bag', 'seed': 4, 'result_error_in_all': 1.0002300063018377, 'result_error_out_all': 1.0002255850091106, 'result_error_in_mask': 1.0000988206008827, 'result_error_out_mask': 1.0000729685707241, 'result_false_positives': 0.09, 'result_false_negatives': 0.07, 'result_response_active': 0.00012856387338068572, 'result_response_inactive': 4.622961788052269e-05, 'result_auc': 0.6066666666666667}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_rankcv_bag', 'seed': 5, 'result_error_in_all': 0.9999450733323033, 'result_error_out_all': 1.0000114952046197, 'result_error_in_mask': 0.9999705808303686, 'result_error_out_mask': 0.9999923186354467, 'result_false_positives': 0.53, 'result_false_negatives': 0.04, 'result_response_active': -7.041938586890135e-07, 'result_response_inactive': -1.5437931778213677e-06, 'result_auc': 0.5355555555555556}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_rankcv_loo', 'seed': 0, 'result_error_in_all': 0.9999823743962069, 'result_error_out_all': 1.000004932941396, 'result_error_in_mask': 1.0000265044820977, 'result_error_out_mask': 1.000064367973163, 'result_false_positives': 0.05, 'result_false_negatives': 0.09, 'result_response_active': 1.596971645224043e-05, 'result_response_inactive': 1.296453341899277e-05, 'result_auc': 0.5144444444444445}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_rankcv_loo', 'seed': 1, 'result_error_in_all': 0.9999973178515107, 'result_error_out_all': 0.9999992268887189, 'result_error_in_mask': 0.9999672609381833, 'result_error_out_mask': 0.9999930684057128, 'result_false_positives': 0.74, 'result_false_negatives': 0.02, 'result_response_active': -7.555895523430045e-06, 'result_response_inactive': -9.175786300908573e-06, 'result_auc': 0.4666666666666667}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_rankcv_loo', 'seed': 2, 'result_error_in_all': 0.999992531952158, 'result_error_out_all': 1.0000117685988221, 'result_error_in_mask': 0.9999778053355812, 'result_error_out_mask': 0.9999921184838881, 'result_false_positives': 0.75, 'result_false_negatives': 0.01, 'result_response_active': -4.38306985472841e-06, 'result_response_inactive': -8.161480431441333e-06, 'result_auc': 0.4722222222222222}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_rankcv_loo', 'seed': 3, 'result_error_in_all': 0.9999813019598581, 'result_error_out_all': 0.9999809826521688, 'result_error_in_mask': 0.9999943043551681, 'result_error_out_mask': 0.999995544578869, 'result_false_positives': 0.31, 'result_false_negatives': 0.09, 'result_response_active': -5.390245829968517e-05, 'result_response_inactive': 4.1146846982427596e-05, 'result_auc': 0.24666666666666667}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_rankcv_loo', 'seed': 4, 'result_error_in_all': 1.0012949185530775, 'result_error_out_all': 1.0011758174402279, 'result_error_in_mask': 1.0000696370529198, 'result_error_out_mask': 1.0000765054120293, 'result_false_positives': 0.06, 'result_false_negatives': 0.09, 'result_response_active': 0.0002055278010291822, 'result_response_inactive': 9.16172210348503e-05, 'result_auc': 0.6188888888888889}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_rankcv_loo', 'seed': 5, 'result_error_in_all': 0.9999988632115797, 'result_error_out_all': 1.0000302398464116, 'result_error_in_mask': 0.9999500504669384, 'result_error_out_mask': 0.9999876968315793, 'result_false_positives': 0.74, 'result_false_negatives': 0.01, 'result_response_active': 1.6299976662832833e-05, 'result_response_inactive': -1.9518008022309412e-06, 'result_auc': 0.6644444444444444}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankcv_rankmle_bag', 'seed': 0, 'result_error_in_all': 0.999989747376149, 'result_error_out_all': 1.0000030771375497, 'result_error_in_mask': 1.0000156704798409, 'result_error_out_mask': 1.0001317453456602, 'result_false_positives': 0.06, 'result_false_negatives': 0.08, 'result_response_active': 0.21814079900498493, 'result_response_inactive': -0.02646870400120925, 'result_auc': 0.6522222222222223}
